IP Address,MAC Address,Device Name,Subnet,Device Type,VLAN,Location,Active,Last Seen,Serial Number,Manufacturer,Model,Firmware Version,Managed By,Assignment Type,Timestamp,Criticality,Network Purpose,DNS Records,IP Assignment Date,Change Reference
10.6.97.73,14:44:CA:D7:A9:10,SYD-DC1-S26,10.6.97.0/24,Switch,3131,SYD-DC1-R7-C17,Decommissioned,2025-02-17T07:01:58Z,SGV44V44VV,HP Corp,Aruba 6300F,ArubaOS 17.2.5,Security Infrastructure Team,Static,2025-02-17T07:01:58Z,High,User Access,syd-dc1-s26.company.com,2024-03-05T10:59:16Z,CHG12772
10.5.26.174,AF:DB:04:DE:F5:94,LON-DC1-S99,10.5.26.0/24,Switch,472,LON-DC1-R5-C8,Decommissioned,2025-02-23T08:47:12Z,SGP66P66PP,HP Corp,Aruba 5400R,ArubaOS 16.3.4,Security Infrastructure Team,DHCP,2025-02-23T08:47:12Z,Low,User Access,lon-dc1-s99.company.com,2024-01-29T21:30:43Z,CHG75841
10.3.67.103,13:8C:62:4A:DA:09,SFO-DC1-S30,10.3.67.0/24,Layer 3 Switch,214,SFO-DC1-R6-C7,Planned,2024-05-01T19:21:45Z,SGD44D44DD,HP Corp,Aruba 6300F,ArubaOS 16.2.0,Global Network Services,DHCP,2024-05-01T19:21:45Z,Medium,Server Farm,sfo-dc1-s30.company.com,2023-10-16T22:43:00Z,CHG34227
10.5.66.85,B8:B9:BE:79:8D:6B,LON-DC1-S86,10.5.66.0/24,Switch,405,LON-DC1-R2-C18,Planned,2025-04-26T00:39:31Z,SGC99C99CC,HP Corp,Aruba 2930F,ArubaOS 16.3.7,Network Operations Team,Reserved,2025-04-26T00:39:31Z,Low,Management Network,lon-dc1-s86.global.org,2024-02-22T03:17:23Z,CHG36476
10.4.129.229,B1:BB:E5:3C:DF:22,SFO-DC1-S25,10.4.129.0/24,Switch,250,SFO-DC1-R4-C13,Decommissioned,2024-12-07T11:29:55Z,SGN00N00NN,HP Corp,Aruba 2930F,ArubaOS 16.4.0,Enterprise Network Team,Reserved,2024-12-07T11:29:55Z,Low,Server Farm,sfo-dc1-s25.company.com,2023-07-05T21:06:32Z,CHG67376
10.7.105.48,01:51:6F:04:E9:84,SIN-DC1-S52,10.7.105.0/24,Switch,161,SIN-DC1-R3-C9,Maintenance,2024-08-22T22:32:39Z,SGH44H44HH,HP Corp,Aruba 5400R,ArubaOS 16.8.3,Network Operations Team,Static,2024-08-22T22:32:39Z,Low,Core Infrastructure,sin-dc1-s52.corp.local,2024-03-17T09:06:26Z,CHG37521
10.2.166.22,87:44:D1:96:A6:1D,NYC-DC2-S81,10.2.166.0/24,Switch,2566,NYC-DC2-R10-C18,Maintenance,2025-04-04T11:35:44Z,SGL44L44LL,HP Corp,Aruba 8320,ArubaOS 16.6.4,Global Network Services,Static,2025-04-04T11:35:44Z,Low,Management Network,nyc-dc2-s81.enterprise.net,2023-08-14T23:42:16Z,CHG36728
10.6.188.38,F5:2F:FD:5C:EB:5E,SYD-DC1-S93,10.6.188.0/24,Switch,285,SYD-DC1-R3-C3,Decommissioned,2024-07-13T13:14:16Z,SGG22G22GG,HP Corp,Aruba 6300F,ArubaOS 16.6.9,Security Infrastructure Team,DHCP,2024-07-13T13:14:16Z,High,Management Network,syd-dc1-s93.global.org,2023-06-10T12:36:51Z,CHG79045
10.2.10.29,06:16:43:7F:2A:89,NYC-DC1-S49,10.2.10.0/24,Switch,3112,NYC-DC1-R10-C15,Maintenance,2024-11-04T04:15:25Z,SGU00U00UU,HPE,Aruba 6300F,ArubaOS 16.3.2,Network Operations Team,DHCP,2024-11-04T04:15:25Z,High,DMZ,nyc-dc1-s49.global.org,2023-07-01T14:32:09Z,CHG41956
10.5.52.140,97:34:D4:48:00:72,LON-DC1-S03,10.5.52.0/24,Switch,4059,LON-DC1-R2-C8,Active,2024-07-06T10:46:20Z,SGH22H22HH,HPE,Aruba 8320,ArubaOS 17.1.7,Network Operations Team,DHCP,2024-07-06T10:46:20Z,High,IoT Connectivity,lon-dc1-s03.company.com,2023-12-27T17:04:38Z,CHG53741
10.1.91.110,AB:5C:D9:4C:9A:92,NYC-DC1-S78,10.1.91.0/24,Switch,1830,NYC-DC1-R8-C3,Active,2024-09-30T07:01:09Z,SGD55D55DD,HPE,Aruba 5400R,ArubaOS 16.5.2,Enterprise Network Team,DHCP,2024-09-30T07:01:09Z,Medium,User Access,nyc-dc1-s78.enterprise.net,2023-06-27T18:46:09Z,CHG21855
10.4.217.124,D3:AA:46:7D:C4:D6,SFO-DC2-S41,10.4.217.0/24,Switch,2841,SFO-DC2-R4-C3,Maintenance,2025-02-27T04:44:05Z,SGR88R88RR,HPE,Aruba 2930F,ArubaOS 17.8.9,Network Operations Team,Static,2025-02-27T04:44:05Z,Medium,DMZ,sfo-dc2-s41.corp.local,2024-03-27T22:29:18Z,CHG12248
10.6.184.218,47:96:EB:49:D7:7C,SYD-DC1-S08,10.6.184.0/24,Switch,602,SYD-DC1-R6-C5,Active,2024-05-13T07:43:08Z,SGA55A55AA,HPE,Aruba 6300F,ArubaOS 17.9.2,Security Infrastructure Team,Static,2024-05-13T07:43:08Z,High,Voice Network,syd-dc1-s08.company.com,2023-12-09T15:32:20Z,CHG64590
10.3.153.121,D2:AC:E3:06:92:38,SFO-DC2-S96,10.3.153.0/24,Layer 3 Switch,643,SFO-DC2-R5-C3,Decommissioned,2025-04-28T08:06:46Z,SGM77M77MM,HPE,Aruba 6300F,ArubaOS 17.3.6,Security Infrastructure Team,Reserved,2025-04-28T08:06:46Z,High,User Access,sfo-dc2-s96.corp.local,2023-10-05T02:23:18Z,CHG91139
10.6.239.123,A0:CF:C2:54:1B:BE,SYD-DC1-S72,10.6.239.0/24,Switch,382,SYD-DC1-R5-C1,Planned,2024-08-31T18:28:06Z,SGB11B11BB,HPE,Aruba 2930F,ArubaOS 17.0.0,Network Operations Team,DHCP,2024-08-31T18:28:06Z,Low,IoT Connectivity,syd-dc1-s72.corp.local,2023-09-01T17:27:47Z,CHG61202
10.4.51.129,4C:0C:C3:F4:13:94,SFO-DC1-S43,10.4.51.0/24,Switch,4065,SFO-DC1-R10-C17,Planned,2024-11-18T02:38:22Z,SGE11E11EE,HPE,Aruba 6300F,ArubaOS 16.2.8,Global Network Services,Static,2024-11-18T02:38:22Z,Low,Voice Network,sfo-dc1-s43.enterprise.net,2023-08-23T13:12:27Z,CHG57227
10.6.122.54,26:4E:FE:31:07:49,SYD-DC1-R92,10.6.122.0/24,Router,1148,SYD-DC1-R10-C12,Planned,2024-05-28T01:40:54Z,FTR11R11RR,Cisco,ISR 1100,IOS XE 16.4.2,Core Network Team,Static,2024-05-28T01:40:54Z,Medium,Server Farm,syd-dc1-r92.corp.local,2024-02-02T14:09:08Z,CHG70390
10.5.63.249,F9:14:BA:92:CD:D1,LON-DC1-R84,10.5.63.0/24,Router,3594,LON-DC1-R1-C20,Active,2024-08-11T16:05:48Z,FTO99O99OO,Cisco,ASR 9000,IOS XE 17.8.7,Security Infrastructure Team,Reserved,2024-08-11T16:05:48Z,Medium,Server Farm,lon-dc1-r84.company.com,2023-07-01T14:59:30Z,CHG23801
10.3.198.224,EC:2F:B2:EE:EF:EE,SFO-DC2-R10,10.3.198.0/24,Router,4082,SFO-DC2-R10-C16,Maintenance,2024-09-11T13:59:10Z,FTC11C11CC,Cisco,ISR 4451,IOS XE 17.1.5,Global Network Services,Static,2024-09-11T13:59:10Z,Low,User Access,sfo-dc2-r10.enterprise.net,2023-10-26T03:20:51Z,CHG15017
10.6.163.146,10:C2:1F:B9:DC:F2,SYD-DC1-R82,10.6.163.0/24,Router,335,SYD-DC1-R5-C15,Decommissioned,2024-10-05T21:52:45Z,FTB66B66BB,Cisco,ASR 9000,IOS XE 16.1.4,Enterprise Network Team,Static,2024-10-05T21:52:45Z,High,Server Farm,syd-dc1-r82.enterprise.net,2023-07-13T02:06:05Z,CHG17044
10.5.178.242,D6:F6:F3:52:DF:B5,LON-DC1-R22,10.5.178.0/24,Router,617,LON-DC1-R8-C5,Decommissioned,2024-05-07T02:35:52Z,FTA99A99AA,Cisco,NCS 5500,IOS XE 16.5.5,Network Operations Team,Static,2024-05-07T02:35:52Z,Low,Core Infrastructure,lon-dc1-r22.global.org,2023-08-12T15:51:58Z,CHG78248
10.6.18.56,60:D7:55:C1:6E:B2,SYD-DC1-R58,10.6.18.0/24,Router,2045,SYD-DC1-R8-C14,Decommissioned,2025-01-28T04:28:32Z,FTG00G00GG,Cisco,ASR 9000,IOS XE 17.8.1,Network Operations Team,DHCP,2025-01-28T04:28:32Z,High,User Access,syd-dc1-r58.global.org,2023-11-21T18:39:49Z,CHG54017
10.6.83.139,DF:C3:91:DF:91:32,SYD-DC1-R48,10.6.83.0/24,Network Router,3301,SYD-DC1-R1-C10,Decommissioned,2024-12-13T07:51:25Z,FTZ00Z00ZZ,Cisco,ISR 4451,IOS XE 16.7.8,Security Infrastructure Team,Static,2024-12-13T07:51:25Z,High,User Access,syd-dc1-r48.global.org,2023-12-02T19:32:22Z,CHG59948
10.6.211.233,CA:03:BF:72:91:89,SYD-DC1-R45,10.6.211.0/24,Router,3346,SYD-DC1-R9-C20,Planned,2025-03-24T02:54:30Z,FTJ33J33JJ,Cisco,ISR 1100,IOS XE 16.2.5,Network Operations Team,Static,2025-03-24T02:54:30Z,Medium,User Access,syd-dc1-r45.global.org,2023-08-04T12:23:48Z,CHG82841
10.7.65.241,C7:58:CE:A2:51:DF,SIN-DC1-R07,10.7.65.0/24,Router,3886,SIN-DC1-R6-C7,Active,2024-07-02T08:51:01Z,FTD22D22DD,Cisco,ASR 9000,IOS XE 17.4.8,Core Network Team,Static,2024-07-02T08:51:01Z,Low,User Access,sin-dc1-r07.global.org,2023-05-07T01:54:38Z,CHG92430
10.2.12.191,42:E8:B7:5F:7A:71,NYC-DC1-R74,10.2.12.0/24,Router,424,NYC-DC1-R2-C15,Active,2025-04-03T06:49:30Z,FTG66G66GG,Cisco,ISR 1100,IOS XE 16.0.9,Core Network Team,Static,2025-04-03T06:49:30Z,High,Core Infrastructure,nyc-dc1-r74.enterprise.net,2023-08-12T08:20:05Z,CHG33675
10.6.51.126,0B:D3:25:F9:27:6B,SYD-DC1-R27,10.6.51.0/24,Router,129,SYD-DC1-R2-C11,Planned,2025-03-29T13:45:51Z,FTM77M77MM,Cisco,NCS 5500,IOS XE 16.9.9,Global Network Services,Reserved,2025-03-29T13:45:51Z,Low,IoT Connectivity,syd-dc1-r27.company.com,2023-07-03T02:39:11Z,CHG78386
10.1.11.133,4E:6E:BA:3A:6F:0F,NYC-DC1-R78,10.1.11.0/24,Router,1206,NYC-DC1-R8-C16,Decommissioned,2025-01-09T18:44:40Z,FTE22E22EE,Cisco,ISR 1100,IOS XE 16.5.8,Enterprise Network Team,DHCP,2025-01-09T18:44:40Z,High,Management Network,nyc-dc1-r78.corp.local,2023-08-07T17:24:16Z,CHG32670
10.5.84.204,69:F9:DD:E4:D8:8B,LON-DC1-R14,10.5.84.0/24,Router,3644,LON-DC1-R1-C17,Planned,2024-07-05T13:14:29Z,FTT66T66TT,Cisco,ISR 1100,IOS XE 17.1.7,Enterprise Network Team,DHCP,2024-07-05T13:14:29Z,Low,IoT Connectivity,lon-dc1-r14.enterprise.net,2023-12-23T02:57:23Z,CHG94554
10.6.165.110,5F:B7:7D:25:6E:BE,SYD-DC1-R15,10.6.165.0/24,Router,3258,SYD-DC1-R6-C8,Active,2024-12-07T23:33:51Z,FTE11E11EE,Cisco,ISR 1100,IOS XE 17.3.7,Global Network Services,DHCP,2024-12-07T23:33:51Z,High,DMZ,syd-dc1-r15.corp.local,2023-11-23T08:48:32Z,CHG38503
10.5.222.82,A3:65:64:19:FC:FF,LON-DC1-R74,10.5.222.0/24,Router,1168,LON-DC1-R1-C19,Active,2024-05-09T20:36:22Z,FTI11I11II,Cisco,ISR 4451,IOS XE 17.3.9,Global Network Services,DHCP,2024-05-09T20:36:22Z,High,DMZ,lon-dc1-r74.corp.local,2024-03-24T11:02:51Z,CHG62797
10.7.35.121,30:D4:9A:8C:A2:B1,SIN-DC1-R44,10.7.35.0/24,Router,2626,SIN-DC1-R2-C12,Active,2025-03-27T04:34:00Z,FTC55C55CC,Cisco,NCS 5500,IOS XE 17.7.7,Core Network Team,Static,2025-03-27T04:34:00Z,High,Core Infrastructure,sin-dc1-r44.company.com,2024-03-18T04:10:48Z,CHG11362
10.5.45.49,BC:02:1A:84:16:38,LON-DC1-R29,10.5.45.0/24,Router,492,LON-DC1-R3-C11,Maintenance,2024-10-27T12:20:40Z,FTJ55J55JJ,Cisco,ISR 4451,IOS XE 16.2.9,Enterprise Network Team,DHCP,2024-10-27T12:20:40Z,Low,DMZ,lon-dc1-r29.global.org,2024-01-17T02:46:17Z,CHG26039
10.4.143.83,F7:73:2F:87:97:2A,SFO-DC2-R85,10.4.143.0/24,Router,3353,SFO-DC2-R7-C7,Decommissioned,2024-10-30T09:50:43Z,FTR33R33RR,Cisco,ISR 1100,IOS XE 16.0.3,Core Network Team,DHCP,2024-10-30T09:50:43Z,Low,DMZ,sfo-dc2-r85.corp.local,2024-03-13T17:21:16Z,CHG87401
10.5.78.218,36:42:70:BA:C5:E7,LON-DC1-R91,10.5.78.0/24,Router,1889,LON-DC1-R2-C4,Maintenance,2024-06-27T19:12:26Z,FTY11Y11YY,Cisco,ASR 9000,IOS XE 17.9.1,Core Network Team,DHCP,2024-06-27T19:12:26Z,Medium,Management Network,lon-dc1-r91.corp.local,2023-08-14T04:43:11Z,CHG13746
10.7.60.238,2B:B5:DC:6C:4D:CB,SIN-DC1-R46,10.7.60.0/24,Router,776,SIN-DC1-R7-C6,Planned,2024-08-23T18:42:03Z,FTQ77Q77QQ,Cisco,NCS 5500,IOS XE 17.6.3,Enterprise Network Team,Reserved,2024-08-23T18:42:03Z,High,Management Network,sin-dc1-r46.global.org,2023-11-20T00:14:30Z,CHG66828
10.1.58.14,12:88:7A:21:33:8D,NYC-DC1-R15,10.1.58.0/24,Router,13,NYC-DC1-R2-C6,Decommissioned,2025-02-10T14:38:45Z,FTX77X77XX,Cisco,ASR 9000,IOS XE 17.9.4,Network Operations Team,Reserved,2025-02-10T14:38:45Z,Low,Core Infrastructure,nyc-dc1-r15.corp.local,2023-07-07T17:03:00Z,CHG51302
10.4.72.247,06:F2:DB:AB:0A:5A,SFO-DC1-R43,10.4.72.0/24,Router,449,SFO-DC1-R1-C1,Planned,2024-11-01T03:01:22Z,FTC00C00CC,Cisco,ISR 1100,IOS XE 16.7.3,Security Infrastructure Team,Reserved,2024-11-01T03:01:22Z,High,Core Infrastructure,sfo-dc1-r43.corp.local,2024-02-19T19:24:26Z,CHG29212
10.5.179.254,83:F9:81:BA:EA:06,LON-DC1-R58,10.5.179.0/24,Router,903,LON-DC1-R3-C12,Decommissioned,2025-03-30T03:20:26Z,FTJ88J88JJ,Cisco,ISR 1100,IOS XE 16.2.6,Core Network Team,Static,2025-03-30T03:20:26Z,Low,Core Infrastructure,lon-dc1-r58.global.org,2023-09-19T04:24:14Z,CHG37041
10.3.140.225,E6:59:87:B2:A9:C8,SFO-DC2-R82,10.3.140.0/24,Router,3966,SFO-DC2-R6-C10,Active,2024-12-07T16:02:38Z,FTI00I00II,Cisco,NCS 5500,IOS XE 16.6.7,Core Network Team,DHCP,2024-12-07T16:02:38Z,High,DMZ,sfo-dc2-r82.corp.local,2023-10-30T16:45:40Z,CHG99249
10.5.147.17,96:07:E8:14:6F:90,LON-DC1-R39,10.5.147.0/24,Router,1161,LON-DC1-R9-C18,Maintenance,2025-04-07T20:39:03Z,FTB00B00BB,Cisco,ISR 4451,IOS XE 17.2.5,Core Network Team,Reserved,2025-04-07T20:39:03Z,Medium,DMZ,lon-dc1-r39.enterprise.net,2023-06-26T23:54:29Z,CHG35785
10.1.242.239,B5:7F:C5:D8:CC:32,NYC-DC2-R29,10.1.242.0/24,Router,1706,NYC-DC2-R9-C7,Planned,2024-06-23T07:05:49Z,FTJ22J22JJ,Cisco Systems,ISR 1100,IOS XE 16.3.4,Network Operations Team,Static,2024-06-23T07:05:49Z,Medium,DMZ,nyc-dc2-r29.enterprise.net,2023-12-08T16:04:08Z,CHG92355
10.3.70.135,E2:A0:B7:EF:B5:DA,SFO-DC2-R56,10.3.70.0/24,Router,994,SFO-DC2-R10-C17,Planned,2025-03-03T02:18:35Z,FTN00N00NN,Cisco Systems,NCS 5500,IOS XE 16.9.4,Security Infrastructure Team,Reserved,2025-03-03T02:18:35Z,High,Server Farm,sfo-dc2-r56.enterprise.net,2023-05-23T09:21:33Z,CHG61466
10.2.27.22,1C:8A:36:AA:31:94,NYC-DC2-R98,10.2.27.0/24,Router,3033,NYC-DC2-R8-C5,Maintenance,2024-12-05T21:02:46Z,FTW11W11WW,Cisco Systems,NCS 5500,IOS XE 16.8.2,Security Infrastructure Team,DHCP,2024-12-05T21:02:46Z,Medium,DMZ,nyc-dc2-r98.enterprise.net,2024-02-05T21:15:25Z,CHG10845
10.3.78.155,3D:31:7E:68:35:F2,SFO-DC1-R09,10.3.78.0/24,Router,3366,SFO-DC1-R10-C15,Active,2024-08-10T16:16:26Z,FTQ00Q00QQ,Cisco Systems,ISR 4451,IOS XE 16.3.8,Global Network Services,Static,2024-08-10T16:16:26Z,Low,Management Network,sfo-dc1-r09.company.com,2023-07-13T08:54:05Z,CHG28571
10.3.243.123,94:94:33:FC:BC:8C,SFO-DC1-R66,10.3.243.0/24,Router,2312,SFO-DC1-R7-C1,Planned,2024-06-17T06:01:39Z,FTM11M11MM,Cisco Systems,NCS 5500,IOS XE 16.4.7,Core Network Team,Reserved,2024-06-17T06:01:39Z,High,Server Farm,sfo-dc1-r66.global.org,2023-05-19T03:43:28Z,CHG56494
10.6.183.129,6B:B2:C7:20:59:4D,SYD-DC1-R02,10.6.183.0/24,Router,3438,SYD-DC1-R8-C13,Decommissioned,2025-04-22T09:35:52Z,FTU55U55UU,Cisco Systems,ISR 1100,IOS XE 17.6.1,Enterprise Network Team,Reserved,2025-04-22T09:35:52Z,Low,DMZ,syd-dc1-r02.corp.local,2023-12-12T07:26:22Z,CHG76450
10.5.178.150,CE:22:17:0F:51:76,LON-DC1-R90,10.5.178.0/24,Router,264,LON-DC1-R1-C20,Planned,2025-04-24T19:31:59Z,FTV77V77VV,Cisco,ISR 4451,IOS XE 16.6.6,Core Network Team,Static,2025-04-24T19:31:59Z,Low,Management Network,lon-dc1-r90.company.com,2023-10-21T01:42:39Z,CHG59063
10.1.230.97,44:66:64:81:FB:E0,NYC-DC1-R42,10.1.230.0/24,Router,3318,NYC-DC1-R3-C1,Planned,2024-05-14T12:10:45Z,FTH22H22HH,Cisco,ISR 1100,IOS XE 16.1.3,Global Network Services,Reserved,2024-05-14T12:10:45Z,Low,Management Network,nyc-dc1-r42.company.com,2023-09-11T22:01:37Z,CHG34288
10.7.242.129,B4:B6:46:22:E0:DA,SIN-DC1-R25,10.7.242.0/24,Router,2215,SIN-DC1-R6-C1,Maintenance,2024-12-21T04:39:24Z,FTC22C22CC,Cisco,NCS 5500,IOS XE 17.3.0,Network Operations Team,DHCP,2024-12-21T04:39:24Z,High,Voice Network,sin-dc1-r25.global.org,2024-01-30T17:20:59Z,CHG56911
10.3.159.103,1D:38:F1:86:0F:10,SFO-DC2-R69,10.3.159.0/24,Router,299,SFO-DC2-R10-C20,Active,2024-11-09T06:38:04Z,FTN55N55NN,Cisco,ISR 1100,IOS XE 17.0.3,Network Operations Team,Static,2024-11-09T06:38:04Z,High,DMZ,sfo-dc2-r69.global.org,2023-12-20T21:30:26Z,CHG90272
10.6.53.10,FE:73:B3:DC:F4:9B,SYD-DC1-R35,10.6.53.0/24,Router,1586,SYD-DC1-R7-C5,Decommissioned,2024-05-21T20:21:05Z,FTA33A33AA,Cisco,ASR 9000,IOS XE 16.8.7,Global Network Services,Reserved,2024-05-21T20:21:05Z,High,DMZ,syd-dc1-r35.corp.local,2023-06-16T11:40:51Z,CHG67403
10.5.223.236,1D:79:76:2F:05:74,LON-DC1-R25,10.5.223.0/24,Router,520,LON-DC1-R8-C6,Planned,2024-05-23T14:25:35Z,FTX88X88XX,Cisco,NCS 5500,IOS XE 16.0.1,Core Network Team,DHCP,2024-05-23T14:25:35Z,High,IoT Connectivity,lon-dc1-r25.enterprise.net,2023-12-22T13:17:30Z,CHG95879
10.3.39.20,80:69:FD:B6:70:E3,SFO-DC2-R62,10.3.39.0/24,Router,1683,SFO-DC2-R10-C16,Planned,2025-04-16T06:56:25Z,FTL44L44LL,Cisco,ISR 1100,IOS XE 16.0.5,Core Network Team,Static,2025-04-16T06:56:25Z,High,IoT Connectivity,sfo-dc2-r62.corp.local,2024-03-24T09:01:12Z,CHG78287
10.7.72.10,78:E1:E8:3A:0A:FF,SIN-DC1-R16,10.7.72.0/24,Router,1568,SIN-DC1-R7-C15,Active,2025-04-01T15:59:34Z,FTI66I66II,Cisco,ISR 4451,IOS XE 17.7.0,Security Infrastructure Team,Static,2025-04-01T15:59:34Z,Medium,DMZ,sin-dc1-r16.global.org,2023-07-13T05:20:59Z,CHG96497
10.2.13.233,AC:86:6E:0E:AE:DE,NYC-DC2-R05,10.2.13.0/24,Router,3160,NYC-DC2-R9-C10,Planned,2024-08-06T15:54:29Z,FTQ66Q66QQ,Cisco,NCS 5500,IOS XE 17.4.1,Enterprise Network Team,DHCP,2024-08-06T15:54:29Z,Medium,IoT Connectivity,nyc-dc2-r05.company.com,2023-12-27T15:41:01Z,CHG45949
10.5.164.215,87:5B:E3:EC:08:E1,LON-DC1-R16,10.5.164.0/24,Router,1287,LON-DC1-R2-C15,Maintenance,2024-12-01T18:14:03Z,FTO77O77OO,Cisco,ISR 4451,IOS XE 16.4.9,Network Operations Team,DHCP,2024-12-01T18:14:03Z,High,User Access,lon-dc1-r16.enterprise.net,2024-04-04T02:33:02Z,CHG74871
10.3.119.30,13:5E:E1:A2:15:74,SFO-DC1-R80,10.3.119.0/24,Router,2077,SFO-DC1-R8-C4,Active,2024-05-31T16:31:31Z,FTW00W00WW,Cisco,ISR 4451,IOS XE 16.5.1,Security Infrastructure Team,Static,2024-05-31T16:31:31Z,Low,Server Farm,sfo-dc1-r80.enterprise.net,2023-12-10T02:33:46Z,CHG58674
10.1.12.84,B8:AB:D0:BF:F0:96,NYC-DC2-R37,10.1.12.0/24,Router,3199,NYC-DC2-R9-C19,Planned,2025-02-03T13:48:30Z,FTF44F44FF,Cisco,ISR 4451,IOS XE 16.5.8,Security Infrastructure Team,DHCP,2025-02-03T13:48:30Z,Medium,Voice Network,nyc-dc2-r37.company.com,2024-01-12T18:36:15Z,CHG29670
10.2.62.217,1A:F1:E1:A2:89:63,NYC-DC1-R29,10.2.62.0/24,Router,3923,NYC-DC1-R7-C12,Active,2025-02-10T04:32:34Z,FTH55H55HH,Cisco,ISR 1100,IOS XE 16.3.7,Network Operations Team,Reserved,2025-02-10T04:32:34Z,Low,Server Farm,nyc-dc1-r29.company.com,2024-04-21T19:23:18Z,CHG57486
10.7.117.146,40:7D:D0:46:85:92,SIN-DC1-R58,10.7.117.0/24,Router,1860,SIN-DC1-R1-C6,Active,2025-04-06T23:03:38Z,FTK66K66KK,Cisco,ISR 1100,IOS XE 17.3.2,Global Network Services,DHCP,2025-04-06T23:03:38Z,High,Voice Network,sin-dc1-r58.global.org,2024-02-15T02:16:06Z,CHG23237
10.1.37.34,C6:D8:B5:41:CD:7B,NYC-DC2-R04,10.1.37.0/24,Router,3731,NYC-DC2-R7-C15,Decommissioned,2024-10-22T22:22:31Z,FTD99D99DD,Cisco,ISR 1100,IOS XE 16.1.5,Network Operations Team,DHCP,2024-10-22T22:22:31Z,Low,Voice Network,nyc-dc2-r04.corp.local,2024-02-11T10:33:10Z,CHG34045
10.7.189.173,E8:C2:A4:E0:5A:8F,SIN-DC1-R20,10.7.189.0/24,Router,3871,SIN-DC1-R4-C14,Planned,2025-03-13T17:16:40Z,FTS44S44SS,Cisco,ISR 4451,IOS XE 16.2.0,Enterprise Network Team,Reserved,2025-03-13T17:16:40Z,Medium,User Access,sin-dc1-r20.enterprise.net,2023-06-10T05:27:46Z,CHG55527
10.2.224.58,56:93:84:36:76:8E,NYC-DC2-R36,10.2.224.0/24,Router,3369,NYC-DC2-R1-C12,Maintenance,2025-03-20T21:52:18Z,FTD88D88DD,Cisco,ASR 9000,IOS XE 16.0.7,Network Operations Team,Reserved,2025-03-20T21:52:18Z,Low,User Access,nyc-dc2-r36.global.org,2024-02-10T21:56:07Z,CHG68304
10.6.227.228,DD:FC:86:2C:46:8E,SYD-DC1-R91,10.6.227.0/24,Router,3013,SYD-DC1-R9-C3,Planned,2025-01-01T12:12:31Z,FTL33L33LL,Cisco,ISR 4451,IOS XE 17.4.7,Core Network Team,DHCP,2025-01-01T12:12:31Z,Medium,User Access,syd-dc1-r91.company.com,2024-04-28T16:40:01Z,CHG78327
10.7.125.36,C0:70:64:87:F0:4D,SIN-DC1-R82,10.7.125.0/24,Router,2818,SIN-DC1-R5-C20,Decommissioned,2024-10-10T23:53:42Z,FTX00X00XX,Cisco,NCS 5500,IOS XE 16.2.0,Enterprise Network Team,Static,2024-10-10T23:53:42Z,Low,User Access,sin-dc1-r82.enterprise.net,2023-11-06T15:44:48Z,CHG79528
10.5.250.204,C8:B6:F6:97:31:70,LON-DC1-R38,10.5.250.0/24,Access Router,3918,LON-DC1-R6-C4,Planned,2024-10-29T02:01:13Z,JNY66Y66YY,Juniper,MX204,JunOS 20.1R2,Global Network Services,Reserved,2024-10-29T02:01:13Z,Medium,DMZ,lon-dc1-r38.corp.local,2024-02-27T01:36:15Z,CHG73404
10.6.137.130,6E:D1:1F:A5:85:A2,SYD-DC1-R04,10.6.137.0/24,Router,3353,SYD-DC1-R1-C10,Decommissioned,2025-01-03T16:47:53Z,JNM66M66MM,Juniper,MX10003,JunOS 20.3R5,Global Network Services,Static,2025-01-03T16:47:53Z,Low,Core Infrastructure,syd-dc1-r04.corp.local,2023-11-26T18:22:18Z,CHG37027
10.7.10.206,C2:2E:AA:B4:20:19,SIN-DC1-R17,10.7.10.0/24,Router,884,SIN-DC1-R9-C8,Active,2024-10-09T03:29:26Z,JNL22L22LL,Juniper,MX480,JunOS 19.5R5,Core Network Team,Static,2024-10-09T03:29:26Z,Medium,Core Infrastructure,sin-dc1-r17.company.com,2023-11-13T08:40:47Z,CHG62158
10.3.117.162,7E:11:8B:3F:C1:CD,SFO-DC2-R39,10.3.117.0/24,Router,622,SFO-DC2-R2-C19,Decommissioned,2025-04-23T11:49:52Z,JNX11X11XX,Juniper,MX480,JunOS 19.8R9,Security Infrastructure Team,Reserved,2025-04-23T11:49:52Z,Medium,DMZ,sfo-dc2-r39.enterprise.net,2024-03-02T08:58:13Z,CHG52431
10.1.51.68,F1:C0:95:DB:2F:71,NYC-DC2-R59,10.1.51.0/24,Router,3125,NYC-DC2-R9-C4,Decommissioned,2024-09-23T08:32:03Z,JNR44R44RR,Juniper,MX10003,JunOS 19.7R6,Security Infrastructure Team,Reserved,2024-09-23T08:32:03Z,Medium,IoT Connectivity,nyc-dc2-r59.company.com,2023-10-03T21:55:30Z,CHG40423
10.6.170.37,2A:30:56:6A:FA:7F,SYD-DC1-R83,10.6.170.0/24,Router,3034,SYD-DC1-R6-C5,Active,2024-08-30T13:20:17Z,JNE77E77EE,Juniper,MX204,JunOS 20.4R6,Network Operations Team,Reserved,2024-08-30T13:20:17Z,Medium,Management Network,syd-dc1-r83.global.org,2024-04-05T00:39:51Z,CHG10730
